0,1,2
-3.91,2.73,-16.14
-2.61,1.97,-11.59
-2.97,2.42,-14.23
-2.76,2.47,-14.44
-2.52,2.48,-14.44
-2.24,2.46,-14.27
-2.0,2.46,-14.27
-1.73,2.44,-14.11
-1.47,2.41,-13.94
-1.23,2.42,-13.94
-0.97,2.4,-13.81
-0.72,2.36,-13.59
-0.49,2.4,-13.81
-0.25,2.41,-13.81
-0.01,1.86,-10.67
0.23,2.38,-13.64
0.47,2.4,-13.81
0.57,1.92,-11.06
0.94,2.38,-13.68
1.19,2.4,-13.81
1.43,2.39,-13.77
1.65,2.36,-13.64
1.89,2.35,-13.64
2.15,2.38,-13.81
2.32,2.3,-13.41
2.59,2.33,-13.64
2.86,2.35,-13.81
2.45,1.86,-10.95
3.31,2.32,-13.72
3.56,2.32,-13.81
2.65,1.61,-9.63
4.04,2.31,-13.85
4.29,2.31,-13.94
4.59,2.33,-14.15
5.25,2.52,-15.4
-4.46,1.71,-13.02
-9.7,3.92,-29.75
-4.21,1.8,-13.61
-8.87,4.03,-30.26
-8.29,4.02,-30.0
-7.28,3.78,-28.07
-3.33,1.86,-13.74
-3.33,2.0,-14.74
-3.04,1.99,-14.58
-2.76,1.97,-14.42
-2.47,1.95,-14.17
-2.25,1.97,-14.29
-1.96,1.93,-14.0
-1.72,1.94,-14.0
-1.47,1.94,-13.96
-1.16,1.84,-13.25
-0.97,1.91,-13.7
-0.73,1.93,-13.83
-0.5,1.94,-13.96
-0.25,1.92,-13.79
-0.01,1.9,-13.66
0.23,1.9,-13.66
0.46,1.9,-13.61
0.71,1.92,-13.79
0.94,1.9,-13.66
1.19,1.92,-13.83
1.44,1.93,-13.91
1.69,1.93,-13.96
1.91,1.91,-13.83
2.13,1.89,-13.7
2.39,1.9,-13.83
2.63,1.89,-13.83
2.77,1.83,-13.39
3.1,1.88,-13.83
1.93,1.09,-8.02
3.57,1.86,-13.83
3.79,1.85,-13.79
4.08,1.87,-14.0
4.37,1.88,-14.17
4.56,1.85,-14.04
5.12,1.97,-15.02
-3.27,0.94,-9.54
-8.05,2.44,-24.69
-9.54,3.07,-30.82
-9.11,3.11,-31.09
-8.3,3.02,-30.03
-6.41,2.49,-24.69
-3.84,1.61,-15.84
-3.17,1.43,-14.06
-2.95,1.45,-14.14
-2.68,1.44,-14.01
-1.84,1.09,-10.53
-2.18,1.43,-13.84
-1.96,1.45,-14.01
-1.66,1.41,-13.58
-1.43,1.42,-13.62
-1.22,1.44,-13.84
-0.93,1.38,-13.22
-0.73,1.43,-13.67
-0.48,1.41,-13.49
-0.14,0.82,-7.81
-0.01,1.43,-13.67
0.22,1.41,-13.49
0.45,1.38,-13.22
0.7,1.43,-13.67
0.94,1.43,-13.67
1.16,1.41,-13.49
1.42,1.42,-13.67
1.66,1.42,-13.71
1.9,1.42,-13.71
2.13,1.41,-13.67
2.34,1.39,-13.54
2.55,1.38,-13.44
2.83,1.4,-13.67
3.1,1.41,-13.84
3.26,1.37,-13.54
3.53,1.38,-13.67
3.89,1.42,-14.14
3.96,1.36,-13.58
4.3,1.39,-13.97
3.67,1.12,-11.3
5.28,1.52,-15.48
-4.43,0.85,-12.94
-9.17,1.85,-28.12
-9.07,1.94,-29.3
-8.73,1.99,-29.8
-7.89,1.92,-28.58
-7.01,1.82,-27.02
-3.96,1.1,-16.33
-3.36,1.01,-14.89
-2.99,0.98,-14.32
-2.73,0.98,-14.28
-2.52,0.99,-14.44
-2.22,0.98,-14.15
-1.98,0.98,-14.15
-1.76,0.99,-14.32
-1.44,0.95,-13.72
-1.24,0.98,-14.07
-1.0,0.98,-14.15
-0.73,0.96,-13.72
-0.5,0.97,-13.9
-0.25,0.97,-13.9
-0.01,0.94,-13.55
0.23,0.94,-13.55
0.47,0.97,-13.85
0.7,0.95,-13.59
0.94,0.95,-13.68
1.18,0.95,-13.72
1.41,0.94,-13.59
1.66,0.95,-13.72
1.9,0.95,-13.72
2.14,0.95,-13.77
2.37,0.94,-13.72
2.14,0.77,-11.25
2.84,0.94,-13.72
3.1,0.94,-13.85
2.66,0.75,-11.04
3.58,0.94,-13.9
2.28,0.56,-8.31
3.96,0.91,-13.59
4.25,0.92,-13.81
4.59,0.93,-14.15
5.13,0.99,-15.05
-4.89,0.47,-14.28
-6.54,0.66,-20.06
-10.08,1.08,-32.55
-8.73,0.99,-29.81
-8.31,1.01,-30.07
-6.32,0.82,-24.37
-3.85,0.54,-15.86
-3.33,0.5,-14.77
-2.96,0.48,-14.2
-2.74,0.49,-14.33
-2.5,0.49,-14.33
-2.23,0.49,-14.2
-1.96,0.48,-14.03
-1.74,0.49,-14.2
-1.49,0.49,-14.12
-1.23,0.49,-13.99
-0.78,0.38,-11.04
-0.74,0.49,-13.99
-0.5,0.49,-14.03
-0.25,0.47,-13.6
-0.01,0.48,-13.82
0.23,0.48,-13.82
0.48,0.49,-14.03
0.72,0.49,-14.03
0.97,0.49,-14.03
1.21,0.49,-14.08
1.45,0.49,-13.99
1.68,0.48,-13.9
1.92,0.48,-13.9
2.18,0.48,-14.03
2.42,0.48,-14.03
2.62,0.47,-13.77
2.84,0.47,-13.73
2.56,0.39,-11.42
3.36,0.47,-13.95
3.57,0.47,-13.86
3.06,0.37,-11.15
4.13,0.47,-14.16
4.32,0.47,-14.03
4.56,0.46,-14.03
5.04,0.48,-14.77
-4.55,0.0,-13.28
-5.76,0.0,-17.67
-9.81,0.0,-31.69
-9.12,0.0,-31.13
-8.6,0.0,-31.13
-8.08,0.0,-31.13
-4.01,0.0,-16.52
-3.51,0.0,-15.58
-3.17,0.0,-15.22
-2.9,0.0,-15.14
-2.65,0.0,-15.22
-2.42,0.0,-15.42
-2.13,0.0,-15.25
-1.9,0.0,-15.5
-1.62,0.0,-15.37
-1.36,0.0,-15.42
-1.08,0.0,-15.33
-0.81,0.0,-15.33
-0.55,0.0,-15.54
-0.29,0.0,-15.86
-0.01,0.0,-15.01
0.25,0.0,-15.22
0.53,0.0,-15.42
0.67,0.0,-13.0
1.03,0.0,-14.94
1.3,0.0,-15.05
1.6,0.0,-15.46
1.81,0.0,-14.94
2.08,0.0,-15.05
2.32,0.0,-14.94
2.48,0.0,-14.37
2.6,0.0,-13.69
2.84,0.0,-13.73
3.11,0.0,-13.86
2.75,0.0,-11.42
3.55,0.0,-13.77
3.81,0.0,-13.86
4.1,0.0,-14.08
4.28,0.0,-13.91
4.6,0.0,-14.16
5.11,0.0,-14.98
-4.88,-0.47,-14.24
-9.48,-0.96,-29.07
-9.55,-1.02,-30.86
-9.98,-1.14,-34.07
-4.92,-0.6,-17.79
-7.8,-1.01,-30.07
-4.63,-0.65,-19.07
-3.85,-0.58,-17.05
-3.48,-0.57,-16.7
-3.21,-0.57,-16.75
-2.15,-0.42,-12.36
-2.22,-0.49,-14.12
-2.38,-0.59,-17.0
-2.12,-0.6,-17.27
-1.78,-0.59,-16.9
-1.54,-0.61,-17.49
-1.26,-0.62,-17.85
-0.92,-0.61,-17.38
-0.61,-0.59,-17.05
-0.31,-0.59,-16.8
-0.01,-0.59,-17.05
0.28,-0.59,-16.9
0.58,-0.59,-16.9
0.87,-0.59,-16.9
1.0,-0.51,-14.57
1.43,-0.58,-16.61
1.76,-0.59,-16.95
1.98,-0.57,-16.33
2.28,-0.57,-16.51
1.63,-0.36,-10.49
2.51,-0.5,-14.53
2.66,-0.48,-14.03
2.84,-0.47,-13.73
3.08,-0.47,-13.73
3.38,-0.48,-14.03
3.63,-0.47,-14.07
3.84,-0.47,-13.99
4.09,-0.47,-14.03
3.52,-0.38,-11.42
4.65,-0.47,-14.32
5.04,-0.48,-14.77
-4.78,-0.91,-13.94
-5.86,-1.19,-17.97
-9.89,-2.12,-31.95
-8.73,-1.99,-29.8
-8.52,-2.07,-30.84
-8.37,-2.17,-32.24
-6.66,-1.86,-27.44
-5.91,-1.78,-26.2
-5.73,-1.87,-27.44
-5.26,-1.88,-27.44
-4.94,-1.95,-28.34
-5.21,-2.28,-33.13
-4.51,-2.23,-32.24
-4.06,-2.29,-33.13
-2.22,-1.47,-21.12
-3.14,-2.48,-35.69
-2.54,-2.51,-36.03
-1.84,-2.42,-34.69
-1.27,-2.49,-35.69
-0.63,-2.4,-34.37
-0.03,-2.27,-32.53
0.54,-2.25,-32.24
1.1,-2.25,-32.24
1.65,-2.23,-31.95
2.14,-2.17,-31.11
2.49,-2.0,-28.81
2.58,-1.73,-24.88
3.64,-2.08,-30.05
3.32,-1.66,-24.03
2.51,-1.11,-16.15
2.58,-1.03,-14.93
2.61,-0.94,-13.72
2.86,-0.94,-13.81
2.52,-0.77,-11.25
3.31,-0.93,-13.72
3.62,-0.95,-14.02
3.89,-0.95,-14.15
4.11,-0.94,-14.11
4.36,-0.94,-14.15
2.7,-0.55,-8.31
4.98,-0.96,-14.6
-4.68,-1.34,-13.67
-6.27,-1.9,-19.22
-9.54,-3.07,-30.82
-9.11,-3.11,-31.09
-7.95,-2.9,-28.79
-8.28,-3.23,-31.93
-8.1,-3.39,-33.4
-8.12,-3.67,-36.0
-8.62,-4.23,-41.3
-8.67,-4.65,-45.26
-7.73,-4.57,-44.34
-7.65,-5.03,-48.68
-7.1,-5.26,-50.78
-6.23,-5.27,-50.78
-5.82,-5.75,-55.29
-5.18,-6.15,-58.97
-4.25,-6.29,-60.26
-1.91,-3.76,-36.0
-2.32,-6.8,-65.01
-1.2,-6.87,-65.72
-0.03,-3.8,-36.35
1.0,-6.3,-60.26
1.73,-5.31,-50.78
2.33,-4.73,-45.26
3.39,-5.14,-49.2
2.61,-3.16,-30.29
5.49,-5.51,-52.98
6.48,-5.56,-53.54
4.05,-3.03,-29.28
2.39,-1.59,-15.35
2.58,-1.54,-14.95
2.61,-1.41,-13.75
2.83,-1.4,-13.67
3.1,-1.41,-13.84
3.36,-1.41,-13.93
3.61,-1.42,-14.01
3.43,-1.26,-12.49
4.11,-1.41,-14.1
4.36,-1.41,-14.14
4.49,-1.37,-13.84
4.88,-1.41,-14.31
-4.95,-1.89,-14.46
-9.54,-3.86,-29.24
-5.79,-2.48,-18.71
-9.78,-4.45,-33.37
-8.36,-4.06,-30.26
-8.58,-4.45,-33.06
-9.43,-5.26,-38.86
-9.59,-5.78,-42.52
-10.58,-6.92,-50.72
-11.04,-7.89,-57.65
-10.96,-8.63,-62.85
-10.54,-9.24,-67.09
-9.8,-9.68,-70.08
-9.58,-10.82,-78.16
-4.76,-6.27,-45.21
-8.45,-13.36,-96.14
-7.47,-14.74,-105.98
-6.4,-16.79,-120.55
-4.59,-17.91,-128.5
-1.31,-9.99,-71.62
-0.05,-8.77,-62.85
0.98,-8.21,-58.9
1.88,-7.7,-55.23
2.73,-7.37,-52.92
3.77,-7.6,-54.64
5.25,-8.45,-60.84
5.98,-8.0,-57.65
3.05,-3.49,-25.19
4.45,-4.44,-32.18
2.52,-2.23,-16.21
2.52,-2.0,-14.58
2.14,-1.54,-11.28
2.87,-1.89,-13.87
3.1,-1.88,-13.83
2.64,-1.48,-10.96
3.6,-1.88,-13.95
3.85,-1.88,-14.0
3.97,-1.82,-13.61
4.34,-1.87,-14.08
4.59,-1.86,-14.12
2.85,-1.09,-8.34
-4.67,-2.23,-13.63
-11.18,-5.64,-34.26
-9.36,-5.01,-30.21
-9.33,-5.31,-31.85
-8.88,-5.38,-32.13
-8.41,-5.46,-32.42
-9.32,-6.5,-38.43
-5.44,-4.09,-24.11
-10.03,-8.19,-48.05
-9.3,-8.31,-48.56
-8.12,-7.99,-46.57
-8.67,-9.49,-55.15
-7.8,-9.62,-55.74
-7.14,-10.06,-58.19
-6.13,-10.08,-58.19
-3.31,-6.54,-37.68
-4.62,-11.39,-65.55
-3.8,-12.44,-71.52
-1.05,-5.13,-29.45
-1.42,-13.6,-78.05
-0.07,-14.52,-83.33
1.62,-16.91,-97.05
4.02,-20.52,-117.84
5.75,-19.43,-111.68
5.5,-13.87,-79.77
4.71,-9.47,-54.56
4.88,-8.16,-47.06
5.47,-7.81,-45.15
4.61,-5.75,-33.32
2.73,-3.02,-17.54
2.44,-2.42,-14.11
2.66,-2.39,-13.98
2.85,-2.35,-13.76
3.08,-2.34,-13.76
3.37,-2.36,-13.98
3.56,-2.32,-13.81
3.88,-2.36,-14.11
4.11,-2.35,-14.11
4.33,-2.33,-14.06
4.58,-2.32,-14.11
4.97,-2.38,-14.56
-4.68,-2.68,-13.65
-12.52,-7.58,-38.36
-8.73,-5.6,-28.2
-9.66,-6.59,-32.96
-8.56,-6.22,-30.96
-8.25,-6.42,-31.79
-7.26,-6.06,-29.9
-7.72,-6.96,-34.2
-7.41,-7.26,-35.51
-3.78,-4.05,-19.76
-7.86,-9.28,-45.07
-6.4,-8.4,-40.71
-5.37,-7.94,-38.36
-4.7,-7.96,-38.36
-4.7,-9.27,-44.61
-3.96,-9.38,-45.07
-3.11,-9.2,-44.15
-2.39,-9.41,-45.07
-1.96,-11.5,-55.06
-0.85,-9.72,-46.5
-0.04,-9.32,-44.61
0.74,-9.32,-44.61
1.76,-10.79,-51.65
2.58,-10.44,-50.03
3.52,-10.65,-51.1
4.14,-9.99,-47.97
5.08,-10.18,-48.99
5.93,-10.16,-48.99
5.75,-8.6,-41.54
2.79,-3.71,-17.95
2.48,-2.96,-14.37
2.62,-2.83,-13.78
2.78,-2.75,-13.43
3.08,-2.8,-13.74
3.39,-2.86,-14.08
3.59,-2.81,-13.91
3.91,-2.86,-14.25
4.11,-2.81,-14.08
4.3,-2.77,-13.95
4.57,-2.78,-14.08
4.97,-2.86,-14.57
-4.97,-3.32,-14.5
-12.01,-8.48,-36.82
-6.64,-4.97,-21.45
-10.39,-8.26,-35.44
-10.68,-9.05,-38.66
-9.84,-8.92,-37.91
-8.6,-8.38,-35.44
-6.74,-7.08,-29.84
-5.35,-6.11,-25.63
-4.73,-5.91,-24.71
-4.19,-5.76,-24.02
-3.83,-5.86,-24.36
-3.27,-5.64,-23.38
-2.26,-4.47,-18.47
-2.76,-6.35,-26.21
-2.32,-6.41,-26.41
-1.99,-6.84,-28.15
-1.53,-7.02,-28.85
-1.1,-7.52,-30.9
-0.55,-7.33,-30.1
-0.03,-8.64,-35.44
0.45,-6.54,-26.83
1.46,-10.41,-42.74
2.32,-10.95,-44.98
2.98,-10.49,-43.17
3.73,-10.48,-43.17
4.17,-9.75,-40.23
5.02,-10.03,-41.46
2.81,-4.9,-20.31
2.5,-3.86,-16.04
2.46,-3.41,-14.22
2.67,-3.36,-14.05
2.85,-3.28,-13.76
3.13,-3.32,-13.97
3.36,-3.29,-13.93
3.59,-3.28,-13.93
3.92,-3.34,-14.26
4.12,-3.29,-14.14
4.38,-3.3,-14.22
4.49,-3.19,-13.84
4.85,-3.26,-14.22
-7.09,-5.41,-20.7
-7.66,-6.18,-23.49
-10.45,-8.93,-33.74
-10.87,-9.87,-37.09
-9.07,-8.78,-32.82
-8.0,-8.28,-30.83
-4.58,-5.1,-18.89
-4.51,-5.41,-19.96
-3.72,-4.85,-17.8
-3.32,-4.73,-17.32
-3.09,-4.86,-17.74
-2.4,-4.19,-15.26
-2.36,-4.64,-16.84
-2.01,-4.52,-16.35
-1.69,-4.44,-16.04
-1.44,-4.53,-16.35
-1.18,-4.66,-16.78
-0.88,-4.6,-16.54
-0.58,-4.51,-16.22
-0.26,-3.99,-14.35
-0.02,-6.33,-22.73
0.51,-8.58,-30.83
1.1,-8.96,-32.23
1.82,-9.83,-35.36
2.46,-9.91,-35.7
3.02,-9.71,-35.02
3.53,-9.42,-34.05
2.58,-5.88,-21.27
3.95,-7.87,-28.55
2.5,-4.42,-16.08
2.42,-3.83,-13.98
2.64,-3.8,-13.89
2.88,-3.78,-13.89
3.08,-3.72,-13.72
3.38,-3.79,-14.02
3.7,-3.86,-14.35
3.88,-3.77,-14.1
4.14,-3.78,-14.18
4.42,-3.8,-14.35
4.59,-3.72,-14.14
4.9,-3.75,-14.35
-5.48,-4.7,-16.0
-3.9,-3.53,-11.95
-11.03,-10.59,-35.6
-11.73,-11.97,-40.03
-12.37,-13.46,-44.76
-12.76,-14.85,-49.16
-6.33,-7.91,-26.08
-3.23,-4.36,-14.31
-2.25,-3.3,-10.8
-2.04,-3.26,-10.63
-1.69,-2.99,-9.71
-1.53,-3.02,-9.76
-1.4,-3.11,-10.03
-1.23,-3.11,-10.03
-0.89,-2.63,-8.46
-0.75,-2.65,-8.5
-0.7,-3.11,-9.98
-0.54,-3.17,-10.14
-0.34,-2.97,-9.49
-0.19,-3.19,-10.2
-0.01,-3.79,-12.11
0.26,-4.85,-15.5
0.58,-5.31,-17.0
0.93,-5.61,-17.95
1.3,-5.9,-18.92
1.69,-6.11,-19.62
1.32,-3.95,-12.69
2.4,-6.15,-19.81
2.71,-6.08,-19.62
2.57,-5.1,-16.5
2.47,-4.41,-14.31
2.63,-4.26,-13.86
2.86,-4.23,-13.81
3.13,-4.26,-13.98
3.32,-4.18,-13.77
3.61,-4.23,-13.98
3.93,-4.3,-14.31
4.1,-4.21,-14.07
4.36,-4.21,-14.15
3.0,-2.73,-9.22
4.96,-4.28,-14.55
-4.92,-4.68,-14.35
-3.42,-3.44,-10.49
-25.79,-27.49,-83.27
-26.34,-29.84,-89.87
-13.41,-16.19,-48.51
-14.15,-18.28,-54.51
-3.38,-4.7,-13.94
-2.51,-3.77,-11.14
-2.23,-3.64,-10.71
-2.13,-3.8,-11.14
-1.97,-3.86,-11.3
-1.67,-3.64,-10.6
-1.45,-3.57,-10.38
-0.94,-2.65,-7.7
-1.13,-3.72,-10.76
-0.93,-3.67,-10.6
-0.72,-3.52,-10.17
-0.58,-3.81,-10.98
-0.41,-3.94,-11.35
-0.19,-3.7,-10.65
-0.01,-3.74,-10.76
0.2,-4.07,-11.72
0.41,-4.19,-12.07
0.46,-3.06,-8.83
0.83,-4.18,-12.07
1.08,-4.31,-12.46
1.33,-4.42,-12.8
1.54,-4.38,-12.7
1.8,-4.46,-12.98
1.72,-3.78,-11.03
2.36,-4.67,-13.65
2.63,-4.71,-13.82
2.83,-4.64,-13.65
3.13,-4.73,-13.98
3.38,-4.73,-14.02
3.6,-4.68,-13.94
2.4,-2.91,-8.73
3.63,-4.14,-12.46
4.37,-4.69,-14.19
4.63,-4.69,-14.27
4.88,-4.67,-14.31
-4.32,-4.52,-12.61
-20.18,-22.3,-61.84
-25.71,-30.11,-83.0
-28.33,-35.26,-96.66
-23.19,-30.77,-83.91
-11.55,-16.39,-44.48
-3.36,-5.13,-13.86
-3.03,-4.99,-13.43
-2.84,-5.08,-13.6
-2.57,-5.03,-13.43
-2.32,-5.0,-13.3
-2.03,-4.88,-12.94
-1.82,-4.91,-12.99
-1.36,-4.2,-11.1
-0.95,-3.44,-9.06
-1.14,-4.94,-12.99
-0.9,-4.84,-12.71
-0.69,-4.93,-12.94
-0.46,-4.95,-12.99
-0.24,-4.92,-12.89
-0.01,-4.94,-12.94
0.21,-4.74,-12.42
0.44,-4.93,-12.94
0.68,-5.0,-13.12
0.9,-4.94,-12.99
1.12,-4.92,-12.94
1.14,-4.17,-10.99
1.58,-4.95,-13.08
1.82,-4.96,-13.12
2.04,-4.95,-13.12
2.35,-5.11,-13.6
2.65,-5.22,-13.94
2.85,-5.14,-13.77
3.2,-5.3,-14.26
3.38,-5.19,-14.02
3.63,-5.18,-14.06
3.91,-5.22,-14.22
4.12,-5.16,-14.14
4.38,-5.16,-14.22
4.62,-5.13,-14.22
3.11,-3.27,-9.11
-4.57,-5.21,-13.34
-9.05,-10.9,-27.73
-20.15,-25.72,-65.06
-13.83,-18.75,-47.18
-14.96,-21.63,-54.14
-11.51,-17.8,-44.32
-3.51,-5.83,-14.45
-2.83,-5.07,-12.52
-2.92,-5.7,-14.01
-2.63,-5.6,-13.72
-2.37,-5.57,-13.6
-2.18,-5.69,-13.85
-1.97,-5.78,-14.05
-1.67,-5.63,-13.64
-1.43,-5.6,-13.55
-1.18,-5.56,-13.43
-0.96,-5.62,-13.55
-0.71,-5.57,-13.43
-0.28,-3.21,-7.73
-0.25,-5.7,-13.72
-0.01,-4.69,-11.27
0.22,-5.56,-13.38
0.46,-5.63,-13.55
0.68,-5.5,-13.25
0.91,-5.5,-13.25
1.02,-4.88,-11.79
1.4,-5.57,-13.47
1.65,-5.61,-13.6
1.55,-4.6,-11.17
2.09,-5.51,-13.43
2.4,-5.69,-13.89
2.61,-5.6,-13.72
2.87,-5.63,-13.85
2.67,-4.82,-11.89
3.37,-5.64,-13.97
3.57,-5.56,-13.85
3.85,-5.6,-14.01
2.76,-3.76,-9.45
4.42,-5.67,-14.33
4.64,-5.62,-14.29
4.98,-5.71,-14.61
-3.87,-4.77,-11.28
-8.87,-11.56,-27.18
-12.61,-17.41,-40.69
-10.8,-15.85,-36.85
-8.69,-13.59,-31.42
-6.12,-10.24,-23.58
-3.72,-6.69,-15.33
-2.85,-5.53,-12.61
-2.93,-6.18,-14.04
-2.74,-6.3,-14.28
-2.41,-6.11,-13.79
-2.17,-6.13,-13.79
-1.93,-6.14,-13.79
-1.71,-6.21,-13.91
-1.44,-6.11,-13.67
-1.11,-5.67,-12.66
-0.98,-6.21,-13.83
-0.63,-5.3,-11.79
-0.48,-6.05,-13.46
-0.25,-6.07,-13.5
-0.01,-6.07,-13.5
0.23,-6.15,-13.67
0.47,-6.15,-13.67
0.71,-6.18,-13.75
0.94,-6.13,-13.67
1.14,-5.94,-13.25
1.42,-6.12,-13.67
1.68,-6.2,-13.87
1.87,-6.03,-13.54
2.13,-6.07,-13.67
2.01,-5.16,-11.64
2.65,-6.16,-13.95
2.87,-6.09,-13.83
3.1,-6.06,-13.83
3.37,-6.09,-13.95
3.13,-5.28,-12.14
3.88,-6.11,-14.12
4.12,-6.07,-14.12
4.34,-6.02,-14.08
4.68,-6.12,-14.39
5.19,-6.43,-15.21
-4.59,-6.09,-13.4
-5.61,-7.87,-17.2
-7.7,-11.44,-24.86
-6.53,-10.3,-22.27
-6.63,-11.15,-23.98
-4.34,-7.8,-16.7
-3.89,-7.52,-16.02
-3.2,-6.68,-14.17
-2.97,-6.73,-14.22
-2.69,-6.67,-14.06
-2.45,-6.68,-14.02
-2.18,-6.64,-13.9
-1.95,-6.66,-13.9
-1.72,-6.75,-14.06
-1.26,-5.77,-11.99
-1.21,-6.62,-13.74
-0.97,-6.65,-13.78
-0.73,-6.66,-13.78
-0.49,-6.58,-13.61
-0.25,-6.64,-13.74
-0.01,-6.65,-13.74
0.23,-6.74,-13.94
0.47,-6.6,-13.65
0.7,-6.58,-13.61
0.92,-6.41,-13.28
1.19,-6.62,-13.74
1.39,-6.47,-13.45
1.66,-6.58,-13.69
1.9,-6.58,-13.74
1.82,-5.59,-11.69
2.4,-6.62,-13.9
2.62,-6.54,-13.78
2.85,-6.52,-13.78
3.12,-6.55,-13.9
2.93,-5.7,-12.14
3.62,-6.55,-14.02
3.91,-6.61,-14.22
4.1,-6.51,-14.06
4.38,-6.54,-14.22
4.21,-5.94,-12.97
5.48,-7.31,-16.07
-4.59,-6.51,-13.38
-5.21,-7.8,-15.95
-5.73,-9.1,-18.5
-5.57,-9.41,-19.01
-3.71,-6.68,-13.43
-4.34,-8.36,-16.73
-3.76,-7.77,-15.48
-3.29,-7.35,-14.58
-2.63,-6.38,-12.6
-2.7,-7.17,-14.11
-2.44,-7.13,-13.99
-2.18,-7.07,-13.83
-1.94,-7.09,-13.83
-1.72,-7.19,-13.99
-1.46,-7.12,-13.83
-1.21,-7.09,-13.75
-0.98,-7.14,-13.83
-0.74,-7.17,-13.87
-0.49,-7.07,-13.67
-0.25,-7.08,-13.67
-0.01,-6.23,-12.03
0.23,-7.06,-13.63
0.46,-7.01,-13.55
0.7,-7.0,-13.55
0.94,-7.06,-13.67
1.2,-7.15,-13.87
1.43,-7.08,-13.75
1.68,-7.11,-13.83
1.89,-7.01,-13.67
2.15,-7.07,-13.83
2.39,-7.05,-13.83
2.62,-7.01,-13.79
2.87,-7.0,-13.83
3.06,-6.88,-13.63
3.37,-7.03,-13.99
3.22,-6.23,-12.46
3.53,-6.38,-12.82
4.13,-7.01,-14.15
4.3,-6.87,-13.95
4.69,-7.06,-14.42
5.69,-8.11,-16.68
-4.95,-7.47,-14.43
-3.75,-5.98,-11.48
-5.19,-8.78,-16.75
-4.93,-8.86,-16.81
-4.05,-7.77,-14.66
-4.16,-8.52,-16.01
-3.63,-8.0,-14.97
-3.25,-7.73,-14.39
-2.91,-7.51,-13.93
-2.41,-6.81,-12.58
-2.43,-7.56,-13.93
-2.2,-7.62,-14.0
-1.92,-7.47,-13.69
-1.69,-7.53,-13.77
-1.45,-7.55,-13.77
-1.21,-7.56,-13.77
-0.83,-6.45,-11.73
-0.72,-7.49,-13.61
-0.49,-7.58,-13.77
-0.25,-7.41,-13.44
-0.01,-7.43,-13.48
0.22,-7.34,-13.32
0.46,-7.5,-13.61
0.7,-7.49,-13.61
0.92,-7.37,-13.4
1.16,-7.41,-13.48
1.2,-6.32,-11.53
1.65,-7.45,-13.61
1.91,-7.52,-13.77
2.13,-7.45,-13.69
2.38,-7.47,-13.77
2.56,-7.3,-13.48
2.85,-7.42,-13.77
3.12,-7.48,-13.93
3.36,-7.45,-13.93
3.56,-7.35,-13.81
3.76,-7.25,-13.69
4.06,-7.34,-13.93
4.44,-7.55,-14.39
4.47,-7.18,-13.77
5.59,-8.49,-16.39
-4.88,-7.82,-14.24
-4.66,-7.89,-14.28
-4.7,-8.43,-15.16
-4.41,-8.41,-15.04
-4.24,-8.61,-15.32
-2.62,-5.69,-10.08
-3.29,-7.68,-13.54
-2.63,-6.65,-11.67
-2.69,-7.36,-12.87
-2.42,-7.26,-12.65
-2.26,-7.46,-12.96
-2.04,-7.48,-12.96
-1.88,-7.79,-13.46
-1.66,-7.83,-13.5
-1.46,-8.06,-13.85
-1.2,-7.95,-13.66
-0.97,-7.99,-13.69
-0.73,-8.0,-13.69
-0.48,-7.86,-13.46
-0.25,-8.03,-13.73
-0.01,-7.87,-13.46
0.23,-8.03,-13.73
0.41,-6.96,-11.91
0.7,-7.88,-13.5
0.94,-7.92,-13.58
1.15,-7.77,-13.33
1.41,-7.9,-13.58
1.66,-7.95,-13.69
1.9,-7.93,-13.69
2.11,-7.84,-13.58
2.35,-7.84,-13.62
2.61,-7.89,-13.73
2.77,-7.65,-13.37
3.08,-7.83,-13.73
3.24,-7.61,-13.41
3.35,-7.34,-13.0
3.56,-7.28,-12.96
3.24,-6.22,-11.12
4.03,-7.28,-13.08
4.32,-7.35,-13.29
4.82,-7.76,-14.12
-4.48,-7.58,-13.05
-4.87,-8.72,-14.92
-3.84,-7.29,-12.4
-4.31,-8.68,-14.69
-3.99,-8.57,-14.42
-3.81,-8.75,-14.65
-3.44,-8.49,-14.16
